2to3-3.12	compat-python3-rolling-core
scan-build-19	llvm19-bin
scan-build-20	llvm-bin
scan-build-dpcpp	dpcpp-compiler-bin
scan-build-py	llvm-bin
scan-build-py-14	llvm14-bin
scan-build-py-15	llvm15-bin
scan-build-py-16	llvm16-bin
scan-build-py-17	llvm17-bin
scan-build-py-18	llvm18-bin
scan-build-py-19	llvm19-bin
scan-build-py-20	llvm-bin
scan-build-py-dpcpp	dpcpp-compiler-bin
scan-view	llvm-bin
scan-view-14	llvm14-bin
scan-view-15	llvm15-bin
scan-view-16	llvm16-bin
scan-view-17	llvm17-bin
scan-view-18	llvm18-bin
scan-view-19	llvm19-bin
scan-view-20	llvm-bin
scan-view-dpcpp	dpcpp-compiler-bin
scancel	slurm-bin
scandeps.pl	perl-Module-ScanDeps-bin
scanimage	sane-backends-bin
scaragui	linuxcnc-bin
sccmap	graphviz-bin
scdoc	scdoc-bin
schedrmt	linuxcnc-bin
sclient	krb5-bin
scmp_sys_resolver	libseccomp-bin
scncopy	dwarves-bin
scons	scons-bin
scons-3.1.2	scons-bin
scons-3.1.2.bat	scons-bin
scons-configure-cache	scons-bin
scons-configure-cache-3.1.2	scons-bin
scons-time	scons-bin
scons-time-3.1.2	scons-bin
scons.bat	scons-bin
sconsign	scons-bin
sconsign-3.1.2	scons-bin
scontrol	slurm-bin
scor2prt	texlive-basic
scorbot-er-3	linuxcnc-bin
scour	scour-bin
scp	openssh-bin
scp-dbus-service	system-config-printer-bin
screen	screen-bin
screen-5.0.1	screen-bin
script	util-linux-bin
scriptlive	util-linux-bin
scriptor	pcsc-tools-bin
scriptreplay	util-linux-bin
scrontab	slurm-bin
scsi_logging_level	sg3_utils-bin
scsi_mandat	sg3_utils-bin
scsi_readcap	sg3_utils-bin
scsi_ready	sg3_utils-bin
scsi_satl	sg3_utils-bin
scsi_start	sg3_utils-bin
scsi_stop	sg3_utils-bin
scsi_temperature	sg3_utils-bin
sctp_darn	lksctp-tools-bin
sctp_status	lksctp-tools-bin
sctp_test	lksctp-tools-bin
scummvm	scummvm-basic
scx_bpfland	scx-bin
scx_central	scx-bin
scx_chaos	scx-bin
scx_flash	scx-bin
scx_flatcg	scx-bin
scx_lavd	scx-bin
scx_layered	scx-bin
scx_loader	scx-bin
scx_nest	scx-bin
scx_p2dq	scx-bin
scx_pair	scx-bin
scx_prev	scx-bin
scx_qmap	scx-bin
scx_rlfifo	scx-bin
scx_rustland	scx-bin
scx_rusty	scx-bin
scx_sdt	scx-bin
scx_simple	scx-bin
scx_tickless	scx-bin
scx_userland	scx-bin
scxctl	scx-bin
scxtop	scx-bin
sd2raw	libstaroffice-bin
sd2svg	libstaroffice-bin
sd2text	libstaroffice-bin
sdc2csv	libstaroffice-bin
sddm	sddm-basic
sddm-greeter-qt6	sddm-basic
sddmthemeinstaller	sddm-kcm-bin
sdiag	slurm-bin
sdiff	diffutils-bin
sdig	pdns-bin
sdl-config	SDL-bin
sdl-freerdp	FreeRDP-bin
sdl2-config	SDL2-bin
sdptool	bluez-extras
sdrcomp	OpenIPMI-bin
sdw2html	libstaroffice-bin
seahorse	seahorse-bin
seahorse-daemon	libcryptui-bin
seatd	seatd-bin
secret-tool	libsecret-bin
secutil	mono-bin
sed	os-core
seergdb	seer-bin
selftest	mbedtls-bin
sem	parallel-bin
send2trash	pypi-send2trash-bin
sendkeys	linuxcnc-bin
sendmail	msmtp-bin
sendmail-postfix	postfix-bin
sensord	lm-sensors-bin
sensors	lm-sensors-bin
sensors-conf-convert	lm-sensors-bin
sensors-detect	lm-sensors-bin
sepdebugcrcfix	debugedit-bin
seq	os-core
seq_cache_populate.pl	samtools-bin
serialver	openjdk-bin
serialver.debuginfo	openjdk-bin
serve_image	mtd-utils-bin
servicemenuinstaller	dolphin-bin
setarch	util-linux-bin
setcap	libcap-bin
setconfig	python-kconfiglib-bin
setfacl	acl-bin
setfattr	attr-bin
setfont	kbd-bin
setkeycodes	kbd-bin
setleds	kbd-bin
setmetamode	kbd-bin
setpci	pciutils-bin
setpgid	util-linux-bin
setpriv	util-linux-bin
setreg	mono-bin
setserial	setserial-bin
setsid	util-linux-bin
setterm	util-linux-bin
setup_designer	linuxcnc-bin
setup_vars_opencv4.sh	opencv-bin
setuptools-git-versioning	pypi-setuptools_git_versioning-bin
setvtrgb	kbd-bin
setxkbmap	setxkbmap-bin
sfcgal-config	SFCGAL-bin
sfconvert	audiofile-bin
sfcsample	libva-utils-bin
sfddiff	fontforge-bin
sfdisk	util-linux-bin
sfdp	graphviz-bin
sfinfo	audiofile-bin
sfreerdp	FreeRDP-bin
sfreerdp-server	FreeRDP-bin
sftp	openssh-bin
sg	os-core
sg_bg_ctl	sg3_utils-bin
sg_compare_and_write	sg3_utils-bin
sg_copy_results	sg3_utils-bin
sg_dd	sg3_utils-bin
sg_decode_sense	sg3_utils-bin
sg_emc_trespass	sg3_utils-bin
sg_format	sg3_utils-bin
sg_get_config	sg3_utils-bin
sg_get_elem_status	sg3_utils-bin
sg_get_lba_status	sg3_utils-bin
sg_ident	sg3_utils-bin
sg_inq	sg3_utils-bin
sg_logs	sg3_utils-bin
sg_luns	sg3_utils-bin
sg_map	sg3_utils-bin
sg_map26	sg3_utils-bin
sg_modes	sg3_utils-bin
sg_opcodes	sg3_utils-bin
sg_persist	sg3_utils-bin
sg_prevent	sg3_utils-bin
sg_raw	sg3_utils-bin
sg_rbuf	sg3_utils-bin
sg_rdac	sg3_utils-bin
sg_read	sg3_utils-bin
sg_read_attr	sg3_utils-bin
sg_read_block_limits	sg3_utils-bin
sg_read_buffer	sg3_utils-bin
sg_read_long	sg3_utils-bin
sg_readcap	sg3_utils-bin
sg_reassign	sg3_utils-bin
sg_referrals	sg3_utils-bin
sg_rem_rest_elem	sg3_utils-bin
sg_rep_density	sg3_utils-bin
sg_rep_pip	sg3_utils-bin
sg_rep_zones	sg3_utils-bin
sg_requests	sg3_utils-bin
sg_reset	sg3_utils-bin
sg_reset_wp	sg3_utils-bin
sg_rmsn	sg3_utils-bin
sg_rtpg	sg3_utils-bin
sg_safte	sg3_utils-bin
sg_sanitize	sg3_utils-bin
sg_sat_datetime	sg3_utils-bin
sg_sat_identify	sg3_utils-bin
sg_sat_phy_event	sg3_utils-bin
sg_sat_read_gplog	sg3_utils-bin
sg_sat_set_features	sg3_utils-bin
sg_scan	sg3_utils-bin
sg_seek	sg3_utils-bin
sg_senddiag	sg3_utils-bin
sg_ses	sg3_utils-bin
sg_ses_microcode	sg3_utils-bin
sg_start	sg3_utils-bin
sg_stpg	sg3_utils-bin
sg_stream_ctl	sg3_utils-bin
sg_sync	sg3_utils-bin
sg_test_rwbuf	sg3_utils-bin
sg_timestamp	sg3_utils-bin
sg_turs	sg3_utils-bin
sg_unmap	sg3_utils-bin
sg_verify	sg3_utils-bin
sg_vpd	sg3_utils-bin
sg_wr_mode	sg3_utils-bin
sg_write_attr	sg3_utils-bin
sg_write_long	sg3_utils-bin
sg_write_same	sg3_utils-bin
sg_write_verify	sg3_utils-bin
sg_write_x	sg3_utils-bin
sg_xcopy	sg3_utils-bin
sg_z_act_query	sg3_utils-bin
sg_zone	sg3_utils-bin
sgdisk	gptfdisk-bin
sgen	mono-bin
sgen-grep-binprot	mono-bin
sginfo	sg3_utils-bin
sgm_dd	sg3_utils-bin
sgml2xml-isoent	docbook2X-bin
sgmldiff	docbook-utils-bin
sgmlnorm	OpenSP-bin
sgmlspl.pl	perl-SGMLS-bin
sgp_dd	sg3_utils-bin
sh	os-core
sh5util	slurm-bin
sha1pass	syslinux-extras-perl
sha1sum	os-core
sha224sum	os-core
sha256sum	os-core
sha384sum	os-core
sha3sum	perl-Digest-SHA3-bin
sha512sum	os-core
shar	sharutils-bin
sharesec	samba-bin
sharkd	wireshark-bin
shasum	perl-bin
sheet2pcp	pcp-bin
shell-quote	perl-String-ShellQuote-bin
shelyak_usis	indi-bin
shmidcat	gtkwave-bin
showconsolefont	kbd-bin
showfoto	digikam-bin
showkey	kbd-bin
showmount	nfs-utils-bin
showmysky	CalcMySky-bin
shp2pgsql	postgis-bin
shpadd	shapelib-bin
shpcat	shapelib-bin
shpcentrd	shapelib-bin
shpcreate	shapelib-bin
shpdata	shapelib-bin
shpdump	shapelib-bin
shpdxf	shapelib-bin
shpfix	shapelib-bin
shpinfo	shapelib-bin
shprewind	shapelib-bin
shpsort	shapelib-bin
shptreedump	shapelib-bin
shputils	shapelib-bin
shpwkb	shapelib-bin
shred	os-core
shuf	os-core
shutdown	systemd-bin
shuttle	linuxcnc-bin
siege	siege-bin
siege.config	siege-bin
siege2csv.pl	siege-bin
sieve-dump	pigeonhole-bin
sieve-filter	pigeonhole-bin
sieve-test	pigeonhole-bin
sievec	pigeonhole-bin
sieveeditor	pim-sieve-editor-bin
sig-list-to-certs	efitools-bin
siglevdetcal	svxlink-extras-server
sign-efi-sig-list	efitools-bin
signal-rr-recording.sh	rr-bin
signaltest	rt-tests-bin
signcode	mono-bin
signond	signond-bin
signonpluginprocess	signond-bin
signtool	nss-bin
signver	nss-bin
sigtool	clamav-basic
sigwaittest	rt-tests-bin
sim-torch	linuxcnc-bin
sim_client	krb5-bin
sim_lsmplugin	libstoragemgmt-bin
sim_pin	linuxcnc-bin
sim_server	krb5-bin
simc_lsmplugin	libstoragemgmt-bin
simg2img	simg-tools
simg2simg	simg-tools
simpdftex	texlive-basic
simple	calc-bin
simple-scan	simple-scan-bin
simple_dcraw	LibRaw-bin
simpleexpand	xapian-core-bin
simpleindex	xapian-core-bin
simpleplayer	libyami-utils-bin
simplescreenrecorder	simplescreenrecorder-bin
simplesearch	xapian-core-bin
simulate_probe	linuxcnc-bin
sinfo	slurm-bin
sip-build	sip-bin
sip-distinfo	sip-bin
sip-install	sip-bin
sip-module	sip-bin
sip-sdist	sip-bin
sip-wheel	sip-bin
sitepods	perl-pmtools-bin
size	binutils-bin
sjisconv	texlive-basic
sjislatex	texlive-basic
sjispdflatex	texlive-basic
skdump	libatasmart-bin
skk	libskk-bin
sktest	libatasmart-bin
slabtop	procps-ng-extras
slapacl	openldap-bin
slapadd	openldap-bin
slapauth	openldap-bin
slapcat	openldap-bin
slapdn	openldap-bin
slapindex	openldap-bin
slapmodify	openldap-bin
slappasswd	openldap-bin
slapschema	openldap-bin
slaptest	openldap-bin
slattach	net-tools-basic
slcan_attach	can-utils-bin
slcand	can-utils-bin
slcanpty	can-utils-bin
sleep	os-core
sleepgraph	pm-graph-bin
slencheck	unixODBC-bin
slirp4netns	slirp4netns-bin
sln	glibc-bin
sload.f2fs	f2fs-tools-bin
slsh	slang-bin
slugify	pypi-python_slugify-bin
sluice	sluice-bin
slurmctld	slurm-bin
slurmd	slurm-bin
slurmdbd	slurm-bin
slurmstepd	slurm-bin
sm-notify	nfs-utils-bin
smartctl	smartmontools-bin
smartd	smartmontools-bin
smartypants	pypi-smartypants-bin
smb2-quota	cifs-utils-bin
smbcacls	samba-bin
smbclient	samba-bin
smbcontrol	samba-bin
smbcquotas	samba-bin
smbd	samba-bin
smbget	samba-bin
smbinfo	cifs-utils-bin
smbios-battery-ctl	libsmbios-bin
smbios-get-ut-data	libsmbios-bin
smbios-keyboard-ctl	libsmbios-bin
smbios-lcd-brightness	libsmbios-bin
smbios-passwd	libsmbios-bin
smbios-state-byte-ctl	libsmbios-bin
smbios-sys-info	libsmbios-bin
smbios-sys-info-lite	libsmbios-bin
smbios-thermal-ctl	libsmbios-bin
smbios-token-ctl	libsmbios-bin
smbios-upflag-ctl	libsmbios-bin
smbios-wakeup-ctl	libsmbios-bin
smbios-wireless-ctl	libsmbios-bin
smbpasswd	samba-bin
smbspool	samba-bin
smbstatus	samba-bin
smbtar	samba-bin
smbtorture	samba-bin
smbtree	samba-bin
smem	cfitsio-bin
smemstat	smemstat-bin
smime_keys	mutt-extras
sminfo	rdma-core-bin
smispy_lsmplugin	libstoragemgmt-bin
smpdump	rdma-core-bin
smpquery	rdma-core-bin
sn	mono-bin
snap_scheduler.py	glusterfs-bin
snapshot	snapshot-bin
snd2png	os-autoinst-bin
sndfile-cmp	libsndfile-bin
sndfile-concat	libsndfile-bin
sndfile-convert	libsndfile-bin
sndfile-deinterleave	libsndfile-bin
sndfile-info	libsndfile-bin
sndfile-interleave	libsndfile-bin
sndfile-metadata-get	libsndfile-bin
sndfile-metadata-set	libsndfile-bin
sndfile-play	libsndfile-bin
sndfile-salvage	libsndfile-bin
sndioctl	sndio-bin
sndiod	sndio-bin
snmp-bridge-mib	net-snmp-bin
snmpbulkget	net-snmp-bin
snmpbulkwalk	net-snmp-bin
snmpcheck	net-snmp-bin
snmpconf	net-snmp-bin
snmpd	net-snmp-bin
snmpdelta	net-snmp-bin
snmpdf	net-snmp-bin
snmpget	net-snmp-bin
snmpgetnext	net-snmp-bin
snmpinform	net-snmp-bin
snmpnetstat	net-snmp-bin
snmppcap	net-snmp-bin
snmpping	net-snmp-bin
snmpps	net-snmp-bin
snmpset	net-snmp-bin
snmpstatus	net-snmp-bin
snmptable	net-snmp-bin
snmptest	net-snmp-bin
snmptop	net-snmp-bin
snmptranslate	net-snmp-bin
snmptrap	net-snmp-bin
snmptrapd	net-snmp-bin
snmpusm	net-snmp-bin
snmpvacm	net-snmp-bin
snmpwalk	net-snmp-bin
soap2sam.pl	samtools-bin
soapsuds	mono-bin
socat	socat-bin
socat-broker.sh	socat-bin
socat-chain.sh	socat-bin
socat-mux.sh	socat-bin
socat1	socat-bin
soelim	groff-bin
sof-ctl	sof-bin-bin
sof-logger	sof-bin-bin
sof-probes	sof-bin-bin
soffice	libreoffice-bin
softflowctl	softflowd-bin
softflowd	softflowd-bin
solaar	Solaar-extras
solid-action-desktop-gen	plasma-desktop-bin
solid-hardware6	solid-bin
solterm	OpenIPMI-bin
sort	os-core
sortman	man-pages-bin
sos	sos-bin
sos-collector	sos-bin
sosreport	sos-bin
sotruss	os-core
soundmodem	soundmodem-bin
soundmodemconfig	soundmodem-bin
source-highlight	source-highlight-bin
source-highlight-esc.sh	source-highlight-bin
source-highlight-settings	source-highlight-bin
sox	sox-bin
soxi	sox-bin
sozip	gdal-bin
sp.A.x	npb-bin
sp.B.x	npb-bin
sp.C.x	npb-bin
sp.D.x	npb-bin
sp.E.x	npb-bin
sp.S.x	npb-bin
sp.W.x	npb-bin
spa-acp-tool	pipewire-bin
spa-inspect	pipewire-bin
spa-json-dump	pipewire-bin
spa-monitor	pipewire-bin
spa-resample	pipewire-bin
spam	OpenSP-bin
spcat	OpenSP-bin
speaker-test	alsa-utils-bin
spectacle	spectacle-bin
speed	cfitsio-bin
speexdec	speex-bin
speexenc	speex-bin
spellout	libnumbertext-bin
spent	OpenSP-bin
sphinx-apidoc	pypi-sphinx-bin
sphinx-autobuild	pypi-sphinx_autobuild-bin
sphinx-autogen	pypi-sphinx-bin
sphinx-build	pypi-sphinx-bin
sphinx-quickstart	pypi-sphinx-bin
sphinx_gallery_py2jupyter	pypi-sphinx_gallery-bin
spice-vdagent	spice-vdagent-bin
spice-vdagentd	spice-vdagent-bin
spicy	spice-gtk-bin
spicy-screenshot	spice-gtk-bin
spicy-stats	spice-gtk-bin
spirv-as	SPIRV-Tools-bin
spirv-cfg	SPIRV-Tools-bin
spirv-cross	SPIRV-Cross-bin
spirv-dis	SPIRV-Tools-bin
spirv-lesspipe.sh	SPIRV-Tools-bin
spirv-link	SPIRV-Tools-bin
spirv-lint	SPIRV-Tools-bin
spirv-objdump	SPIRV-Tools-bin
spirv-opt	SPIRV-Tools-bin
spirv-reduce	SPIRV-Tools-bin
spirv-remap	glslang-bin
spirv-to-ir-wrapper-dpcpp	dpcpp-compiler-bin
spirv-val	SPIRV-Tools-bin
spix	texlive-basic
splain	perl-bin
split	os-core
split-file-14	llvm14-bin
split-file-15	llvm15-bin
split2po	poxml-bin
splitdiff	patchutils-bin
splitindex	texlive-basic
spm	salt-bin
spm_decode	sentencepiece-bin
spm_encode	sentencepiece-bin
spm_export_vocab	sentencepiece-bin
spm_normalize	sentencepiece-bin
spm_train	sentencepiece-bin
sponge	moreutils-basic
sprio	slurm-bin
sprof	os-core
sqfscat	squashfs-tools-bin
sqfstar	squashfs-tools-bin
sql	parallel-bin
sql-split	perl-SQL-SplitStatement-bin
sqlformat	pypi-sqlparse-bin
sqlhist	libtracefs-bin
sqlite3	sqlite-autoconf-bin
sqliterepo_c	createrepo_c-bin
sqlmetal	mono-bin
sqlsharp	mono-bin
sqlt	perl-SQL-Translator-bin
sqlt-diagram	perl-SQL-Translator-bin
sqlt-diff	perl-SQL-Translator-bin
sqlt-diff-old	perl-SQL-Translator-bin
sqlt-dumper	perl-SQL-Translator-bin
sqlt-graph	perl-SQL-Translator-bin
square	calc-bin
squeue	slurm-bin
squid	squid-bin
squidclient	squid-bin
src-hilite-lesspipe.sh	source-highlight-bin
srconv	binutils-bin
srcredact	texlive-basic
sreport	slurm-bin
srp_daemon	rdma-core-bin
srp_daemon.sh	rdma-core-bin
srt-ffplay	srt-bin
srt-file-transmit	srt-bin
srt-live-transmit	srt-bin
srt-tunnel	srt-bin
srun	slurm-bin
ss	iproute2-basic
ss2	pypi-pyroute2.core-bin
sscape_ctl	alsa-tools-bin
ssdd	rt-tests-bin
sserver	krb5-bin
ssh	openssh-bin
ssh-add	openssh-bin
ssh-agent	openssh-bin
ssh-copy-id	openssh-bin
ssh-keygen	openssh-bin
ssh-keyscan	openssh-bin
sshare	slurm-bin
sshd	openssh-extras-server
sshpass	sshpass-bin
sshtunnel	pypi-sshtunnel-bin
sshuttle	sshuttle-bin
ssl_client1	mbedtls-bin
ssl_client2	mbedtls-bin
ssl_context_info	mbedtls-bin
ssl_fork_server	mbedtls-bin
ssl_mail_client	mbedtls-bin
ssl_pthread_server	mbedtls-bin
ssl_server	mbedtls-bin
ssl_server2	mbedtls-bin
ssltap	nss-bin
ssm-agent-worker	amazon-ssm-agent-bin
ssm-cli	amazon-ssm-agent-bin
ssm-document-worker	amazon-ssm-agent-bin
ssm-session-logger	amazon-ssm-agent-bin
ssm-session-worker	amazon-ssm-agent-bin
ssocr	ssocr-bin
ssr-glinject	simplescreenrecorder-bin
sss_cache	sssd-bin
sss_debuglevel	sssd-bin
sss_obfuscate	sssd-bin
sss_override	sssd-bin
sss_seed	sssd-bin
sss_ssh_authorizedkeys	sssd-bin
sss_ssh_knownhosts	sssd-bin
sss_ssh_knownhostsproxy	sssd-bin
sssctl	sssd-bin
sssd	sssd-bin
sst_dump	mariadb-basic
sstat	slurm-bin
stacer	stacer-basic
stack	stack-bin
start-statd	nfs-utils-bin
startplasma-wayland	plasma-workspace-bin
startplasma-x11	plasma-workspace-bin
startx	xinit-bin
startxfce4	xfce4-session-bin
stat	os-core
statgrab	libstatgrab-bin
statgrab-make-mrtg-config	libstatgrab-bin
statgrab-make-mrtg-index	libstatgrab-bin
stb	pypi-sphinx_theme_builder-bin
stdbuf	os-core
stdlogctl	liblogging-bin
stdpods	perl-pmtools-bin
stellarium	stellarium-bin
stepconf	linuxcnc-bin
stest	dmenu-bin
stl	numpy-stl-bin
stl2ascii	numpy-stl-bin
stl2bin	numpy-stl-bin
stockfish	stockfish-bin
stoken	stoken-bin
stoken-gui	stoken-bin
stow	stow-bin
strace	strace-bin
strace-log-merge	strace-extras
stream	ImageMagick-bin
streamzip	perl-bin
strerror	mbedtls-bin
stress-ng	stress-ng-bin
strfile	fortune-mod-bin
strigger	slurm-bin
strings	binutils-bin
strip	binutils-bin
stty	os-core
stubgen	mypy-bin
stubquery	pdns-bin
stubtest	mypy-bin
stunbdc	libnice-bin
stund	libnice-bin
stunnel	stunnel-bin
sty2dtx	texlive-basic
su	util-linux-setuid
su-exec	su-exec-bin
substrings.pl	hyphen-bin
sudo	sudo-setuid
sudo_logsrvd	sudo-bin
sudo_sendlog	sudo-bin
sudoedit	sudo-bin
sudoreplay	sudo-bin
sulogin	util-linux-bin
sum	os-core
sumtool	mtd-utils-bin
supertuxkart	supertuxkart-bin
sure	pypi-sure-bin
suricata	suricata-bin
suricata-update	suricata-bin
suricatactl	suricata-bin
suricatasc	suricata-bin
svcutil	mono-bin
svd-ps_vfd	linuxcnc-bin
sview	slurm-bin
svn	subversion-bin
svn-clean	kde-dev-scripts-bin
svn-multi	texlive-basic
svnadmin	subversion-bin
svnbackport	kde-dev-scripts-bin
svnbench	subversion-bin
svnchangesince	kde-dev-scripts-bin
svndiff	patchutils-bin
svndiffview	patchutils-bin
svndumpfilter	subversion-bin
svnforwardport	kde-dev-scripts-bin
svnfsfs	subversion-bin
svngettags	kde-dev-scripts-bin
svnintegrate	kde-dev-scripts-bin
svnlastchange	kde-dev-scripts-bin
svnlastlog	kde-dev-scripts-bin
svnlook	subversion-bin
svnmucc	subversion-bin
svnrdump	subversion-bin
svnrevertlast	kde-dev-scripts-bin
svnserve	subversion-bin
svnsync	subversion-bin
svnversion	subversion-bin
svnversions	kde-dev-scripts-bin
svsematest	rt-tests-bin
svxlink	svxlink-extras-server
svxlink_gpio_down	svxlink-extras-server
svxlink_gpio_up	svxlink-extras-server
svxreflector	svxlink-extras-server
swaplabel	util-linux-bin
swapoff	util-linux-bin
swapon	util-linux-bin
swappo	poxml-bin
sway	sway-bin
swaybar	sway-bin
swaybg	swaybg-bin
swayidle	swayidle-bin
swaylock	swaylock-bin
swaymsg	sway-bin
swaynag	sway-bin
sweeper	sweeper-bin
swig	swig-bin
switch_root	util-linux-bin
swupd	swupd-client-bin
swupd-extract	mixer-tools-bin
swupd-inspector	mixer-tools-bin
swupd-overdue	swupd-overdue-bin
swupd-probe	swupd-probe-bin
swupd-search	swupd-search-bin
sx	OpenSP-bin
sxiv	sxiv-bin
sxpm	libXpm-bin
sycl-ls-dpcpp	dpcpp-compiler-bin
sycl-module-split-dpcpp	dpcpp-compiler-bin
sycl-post-link-dpcpp	dpcpp-compiler-bin
syclbin-dump-dpcpp	dpcpp-compiler-bin
symilar	pypi-pylint-bin
sync	os-core
synclient	xf86-input-synaptics-bin
synctex	texlive-basic
syncthing	syncthing-bin
syndaemon	xf86-input-synaptics-bin
synergy	synergy-bin
synergy-core	synergy-bin
synergyc	synergy-bin
synergys	synergy-bin
syntax_suggest	ruby-bin
syntool	synergy-bin
syscse	dwarves-bin
sysctl	procps-ng-bin
sysdump	binutils-bin
syslinux	syslinux-bin
syslinux-nomtools	syslinux-bin
syslinux2ansi	syslinux-extras-perl
sysprof	sysprof-bin
sysprof-agent	sysprof-bin
sysprof-cat	sysprof-bin
sysprof-cli	sysprof-bin
system-config-printer	system-config-printer-bin
system-config-printer-applet	system-config-printer-bin
system_analyzer	oneVPL-bin
systemctl	systemd-bin
systemd-ac-power	systemd-bin
systemd-analyze	systemd-bin
systemd-ask-password	systemd-bin
systemd-cat	systemd-bin
systemd-cat-native	netdata-bin
systemd-cgls	systemd-bin
systemd-cgtop	systemd-bin
systemd-confext	systemd-bin
systemd-creds	systemd-bin
systemd-cryptenroll	systemd-bin
systemd-cryptsetup	systemd-bin
systemd-delta	systemd-bin
systemd-detect-virt	systemd-bin
systemd-dissect	systemd-bin
systemd-escape	systemd-bin
systemd-hwdb	systemd-extras
systemd-id128	systemd-bin
systemd-inhibit	systemd-bin
systemd-machine-id-setup	systemd-bin
systemd-mount	systemd-bin
systemd-notify	systemd-bin
systemd-nspawn	systemd-bin
systemd-path	systemd-bin
systemd-repart	systemd-bin
systemd-resolve	systemd-bin
systemd-run	systemd-bin
systemd-socket-activate	systemd-bin
systemd-stdio-bridge	systemd-bin
systemd-sysext	systemd-bin
systemd-sysusers	systemd-bin
systemd-tmpfiles	systemd-bin
systemd-tty-ask-password-agent	systemd-bin
systemd-umount	systemd-bin
systemsettings	systemsettings-bin
t1ascii	texlive-basic
t1asm	texlive-basic
t1binary	texlive-basic
t1disasm	texlive-basic
t1dotlessj	texlive-basic
t1lint	texlive-basic
t1mac	texlive-basic
t1rawafm	texlive-basic
t1reencode	texlive-basic
t1testpage	texlive-basic
t1unmac	texlive-basic
t4ht	texlive-basic
tab2graph	perl-Text-RecordParser-bin
tabix	htslib-bin
tablify	perl-Text-RecordParser-bin
tabmerge	perl-Text-RecordParser-bin
tabs	ncurses-bin
tabulate	pypi-tabulate-bin
tac	os-core
tag-release.sh	ltp-bin
taglib-config	taglib-bin
tail	os-core
tallow	tallow-bin
tangle	texlive-basic
tap	pypi-tap.py-bin
tapestat	sysstat-bin
tappy	pypi-tap.py-bin
tar	tar-bin
targetd_lsmplugin	libstoragemgmt-bin
task	taskwarrior-bin
taskset	util-linux-bin
tastenbrett	plasma-desktop-bin
tbadapters	tbtools-bin
tbauth	tbtools-bin
tbdump	tbtools-bin
tbget	tbtools-bin
tbl	groff-bin
tblist	tbtools-bin
tbman	tbtools-bin
tbmargin	tbtools-bin
tbpd	tbtools-bin
tbset	tbtools-bin
tbtadm	thunderbolt-software-user-space-bin
tbtrace	tbtools-bin
tc	iproute2-basic
tcamgr	tokyocabinet-bin
tcamttest	tokyocabinet-bin
tcat	gsm-bin
tcatest	tokyocabinet-bin
tcbmgr	tokyocabinet-bin
tcbmttest	tokyocabinet-bin
tcbtest	tokyocabinet-bin
tcfmgr	tokyocabinet-bin
tcfmttest	tokyocabinet-bin
tcftest	tokyocabinet-bin
tchmgr	tokyocabinet-bin
tchmttest	tokyocabinet-bin
tchtest	tokyocabinet-bin
tclsh	tcl-bin
tclsh8.6	tcl-bin
tcpdump	tcpdump-bin
tcpdump.4.99.5	tcpdump-bin
tctmgr	tokyocabinet-bin
tctmttest	tokyocabinet-bin
tcttest	tokyocabinet-bin
tcucodec	tokyocabinet-bin
tcumttest	tokyocabinet-bin
tcutest	tokyocabinet-bin
tdbbackup	tdb-bin
tdbdump	tdb-bin
tdbrestore	tdb-bin
tdbtool	tdb-bin
teach-in	linuxcnc-bin
teckit_compile	texlive-basic
tecla	tecla-bin
tee	os-core
telem-balloon.pl	direwolf-bin
telem-bits.pl	direwolf-bin
telem-data.pl	direwolf-bin
telem-data91.pl	direwolf-bin
telem-eqns.pl	direwolf-bin
telem-parm.pl	direwolf-bin
telem-record-gen	telemetrics-client-bin
telem-seq.sh	direwolf-bin
telem-unit.pl	direwolf-bin
telem-volts.py	direwolf-bin
telem_journal	telemetrics-client-bin
telemctl	telemetrics-client-bin
telempostd	telemetrics-client-bin
telemprobd	telemetrics-client-bin
telnet	inetutils-bin
terminology	terminology-bin
tesseract	tesseract-bin
test	os-core
test-arg-parser	llama.cpp-bin
test-autorelease	llama.cpp-bin
test-backend-ops	llama.cpp-bin
test-barrier	llama.cpp-bin
test-chat	llama.cpp-bin
test-chat-parser	llama.cpp-bin
test-chat-template	llama.cpp-bin
test-connect-t	mariadb-basic
test-gbnf-validator	llama.cpp-bin
test-gguf	llama.cpp-bin
test-grammar-integration	llama.cpp-bin
test-grammar-parser	llama.cpp-bin
test-json-partial	llama.cpp-bin
test-json-schema-to-grammar	llama.cpp-bin
test-llama-grammar	llama.cpp-bin
test-log	llama.cpp-bin
test-model-load-cancel	llama.cpp-bin
test-mtmd-c-api	llama.cpp-bin
test-quantize-fns	llama.cpp-bin
test-quantize-perf	llama.cpp-bin
test-quantize-stats	llama.cpp-bin
test-regex-partial	llama.cpp-bin
test-rope	llama.cpp-bin
test-sampling	llama.cpp-bin
test-thread-safety	llama.cpp-bin
test-tokenizer-0	llama.cpp-bin
test-tokenizer-1-bpe	llama.cpp-bin
test-tokenizer-1-spm	llama.cpp-bin
test-yaml	perl-Test-YAML-bin
test_igmpv3_join	quagga-bin
testdbfawk	xastir-bin
testdisk	testdisk-bin
testj1939	can-utils-bin
testparm	samba-bin
testpattern	gutenprint-bin
testsaslauthd	cyrus-sasl-bin
testsolv	libsolv-bin
testtex	oiio-bin
tex	texlive-basic
tex2aspc	texlive-basic
